@W: CS141 :"/home/master/xuantie/wujian100_open/soc/common.v":28:28:28:36|Unrecognized synthesis directive infer_mux. Verify the correct directive name.
@W: CL168 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":3275:13:3275:31|Removing instance x_cr_clic_kid_dummy because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL169 :"/home/master/xuantie/wujian100_open/soc/core_top.v":466:0:466:5|Pruning unused register cpu_pmu_srst_b. Make sure that there are no unused intermediate registers.
@W: CL279 :"/home/master/xuantie/wujian100_open/soc/sms.v":316:0:316:5|Pruning register bits 15 to 2 of harb_xx_haddr_r[15:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CG1283 :"/home/master/xuantie/wujian100_open/soc/sms.v":602:43:602:54|Type of parameter MEMDEPTH on the instance x_fpga_spram is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG1283 :"/home/master/xuantie/wujian100_open/soc/sim_lib/fpga_spram.v":33:40:33:57|Type of parameter MEMDEPTH on the instance x_fpga_byte0_spram is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG1283 :"/home/master/xuantie/wujian100_open/soc/sim_lib/fpga_spram.v":42:40:42:57|Type of parameter MEMDEPTH on the instance x_fpga_byte1_spram is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG1283 :"/home/master/xuantie/wujian100_open/soc/sim_lib/fpga_spram.v":51:40:51:57|Type of parameter MEMDEPTH on the instance x_fpga_byte2_spram is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG1283 :"/home/master/xuantie/wujian100_open/soc/sim_lib/fpga_spram.v":60:40:60:57|Type of parameter MEMDEPTH on the instance x_fpga_byte3_spram is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/sms.v":214:16:214:28|Input port bits 31 to 16 of harb_xx_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/sms.v":217:16:217:29|Input port bit 0 of harb_xx_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":5370:16:5370:34|Input port bits 15 to 8 of tcipif_coretim_addr[15:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":5370:16:5370:34|Input port bits 1 to 0 of tcipif_coretim_addr[15:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":5372:16:5372:35|Input port bits 31 to 24 of tcipif_coretim_wdata[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":2341:15:2341:31|Input port bits 4 to 0 of intcfg_updt_value[7:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL279 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":2277:0:2277:5|Pruning register bits 9 to 7 of clic_pad_int_id[9:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL279 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":2277:0:2277:5|Pruning register bits 4 to 1 of clic_pad_int_il[7:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL260 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":2277:0:2277:5|Pruning register bit 1 of clic_pad_int_priv[1:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":1989:16:1989:39|Input port bits 7 to 3 of ctrl_xx_cliccfg_updt_val[7:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":2635:17:2635:32|Input port bits 15 to 12 of tcipif_clic_addr[15:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":21740:16:21740:33|Input port bits 31 to 28 of cp0_had_cpuid_idx0[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":21740:16:21740:33|Input port bits 25 to 0 of cp0_had_cpuid_idx0[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":21743:16:21743:34|Input port bits 31 to 30 of cp0_had_mcause_data[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":21743:16:21743:34|Input port bits 25 to 24 of cp0_had_mcause_data[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":21743:16:21743:34|Input port bits 15 to 0 of cp0_had_mcause_data[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":21763:16:21763:34|Input port bit 0 of iu_had_xx_retire_pc[31:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":20958:16:20958:21|Input port bits 8 to 5 of A18553[8:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL260 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":6142:0:6142:5|Pruning register bit 1 of lpmd_b[1:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":6765:16:6765:27|Input port bits 29 to 28 of iui_oreg_rs1[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":6765:16:6765:27|Input port bits 26 to 24 of iui_oreg_rs1[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":6765:16:6765:27|Input port bits 15 to 10 of iui_oreg_rs1[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":14115:16:14115:34|Input port bit 0 of ifu_iu_xx_ibus_data[31:0] is unused
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":10931:16:10931:32|Input port bit 0 of lsu_iu_branch_rst[31:0] is unused
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":12674:17:12674:30|Input port bit 31 of lsu_iu_mad_buf[31:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":13465:16:13465:42|Input port bits 20 to 17 of randclk_oper_gpr_mod_en_w32[20:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":13465:16:13465:42|Input port bit 2 of randclk_oper_gpr_mod_en_w32[20:0] is unused
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":13465:16:13465:42|Input port bit 0 of randclk_oper_gpr_mod_en_w32[20:0] is unused
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":11490:16:11490:34|Input port bit 0 of branch_pcgen_add_pc[30:0] is unused
@W: CL260 :"/home/master/xuantie/wujian100_open/soc/E902_20191018.v":9323:0:9323:5|Pruning register bit 16 of entry_inst[16:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/tim7.v":115:16:115:20|Input port bits 31 to 8 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/tim5.v":116:16:116:20|Input port bits 31 to 8 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/tim3.v":115:16:115:20|Input port bits 31 to 8 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/tim1.v":114:16:114:20|Input port bits 31 to 8 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/apb1.v":92:42:92:55|Input port bit 0 of i_slave_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/apb1.v":95:42:95:54|Input port bits 3 to 2 of i_slave_hprot[3:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/pwm.v":1460:16:1460:20|Input port bits 31 to 12 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/pwm.v":1460:16:1460:20|Input port bits 1 to 0 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/wdt.v":534:16:534:20|Input port bits 31 to 8 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/wdt.v":254:45:254:51|Input port bits 31 to 8 of ipwdata[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/wdt.v":19:43:19:47|Input port bits 1 to 0 of paddr[7:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/usi0.v":161:16:161:20|Input port bits 31 to 12 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/usi0.v":164:16:164:21|Input port bits 31 to 24 of pwdata[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/usi0.v":1664:16:1664:26|Input port bit 2 of i2c_intr_en[3:0] is unused
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/usi0.v":654:16:654:26|Input port bit 3 of i2c_intr_en[4:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/tim6.v":115:16:115:20|Input port bits 31 to 8 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/tim4.v":115:16:115:20|Input port bits 31 to 8 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/tim2.v":116:16:116:20|Input port bits 31 to 8 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/tim.v":694:16:694:20|Input port bits 31 to 8 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/apb0.v":92:42:92:55|Input port bit 0 of i_slave_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/apb0.v":95:42:95:54|Input port bits 3 to 2 of i_slave_hprot[3:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/matrix.v":557:16:557:23|Input port bit 0 of m_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":7209:16:7209:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":7212:16:7212:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":6613:16:6613:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":6616:16:6616:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":6017:16:6017:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":6020:16:6020:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":5421:16:5421:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":5424:16:5424:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":4825:16:4825:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
